Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012]
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Bahamas, The",BHS,4.149246399763,2.62562712099302,2.7046295125315,-1.26474462878853,0.882884232581944,3.39529266953875,2.51686384101369,1.44652221530914,-2.32393724789044,-4.17525917522813,1.53877885334302,1.06447391550617,1.03342094413523
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bahrain,BHR,5.29999344971522,2.49103441450337,3.6141473610235,6.02395247455057,6.98094617521573,6.76893912909145,6.46856827097481,8.29244382201286,6.24512834138467,2.53977246949495,4.33440708785902,2.10018410872759,3.5887045713562
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bangladesh,BGD,5.944506767714,5.27401411492016,4.4154109225754,5.25599427174103,6.27050290118247,5.9554682964432,6.62934741566914,7.0585918144368,6.01377039376958,5.0451257157669,5.57180324288305,6.4643849452773,6.52145155902686
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Barbados,BRB,2.30000000000001,-2.55018435067666,0.672622175516821,1.97306608204939,1.43325143325622,3.99677028663383,5.70652173913184,1.67095115680804,0.343146108000909,-4.13966882648765,0.253473526092222,0.758497986707553,0.00929368029518685
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Belarus,BLR,5.80000000000005,4.72530600626246,5.04526731762394,7.04319267515923,11.4497429270061,9.40000000000001,10,8.60000000013865,10.2000000000983,0.200000000044028,7.74078121556397,5.54371146099551,1.7313912233863
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Belgium,BEL,3.55038272055511,0.924271089905233,1.55952066173897,0.889901651873018,3.4344851941688,1.89394768030024,2.63034348041558,3.00033313968164,0.953305110670286,-2.61859430698294,2.50108037001482,1.63826607742912,0.0945892922423468
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Belize,BLZ,13.0387673904456,5.01566339522894,5.11855932714084,9.32924461628323,4.64809081407664,2.57800711402649,4.58160036994624,1.10558612731653,3.22910131621923,0.713250728261499,3.32387112431658,2.10395080383481,3.82474878288323
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Benin,BEN,4.86166756398869,6.24841054712351,4.42111434288873,3.88250834528495,3.11985710403799,2.86523681753368,3.75215447808226,4.62639647079766,5.01463840687684,2.66322258840295,2.6114870727052,3.26371860996026,5.39588962580856
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bermuda,BMU,9.31715557653585,7.2224360086321,-1.47779037455827,3.41070620413235,2.32126647646751,1.67420714931701,5.54386592809534,2.84589011430658,1.52789390961543,-5.28417714947457,-2.09411353414293,-3.33949441020565,-4.86860026435053
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bhutan,BTN,6.93302423977509,8.20377386131203,10.7278406117878,7.66433404214091,5.89640819205567,7.12255964997142,6.84936593196244,17.9258249448258,4.768354225598,6.65722379603399,11.7308543603364,7.89091389329106,5.07170981496216
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bolivia,BOL,2.50781098812674,1.68379903413391,2.48556581527659,2.71133983214789,4.17329556102078,4.42143309990637,4.79700873859643,4.56438448272661,6.14849781016818,3.35699942996455,4.12672274748631,5.17393042157704,5.17643094596949
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bosnia and Herzegovina,BIH,5.50000043583101,4.39999950666288,5.30000026724034,4.00000006535353,6.09999977115795,4.99999992596616,6.20000042681093,6.83799984103075,5.42000010207988,-2.91000025728754,0.700000125881601,0.95776333587942,-1.2090231258768
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Botswana,BWA,1.98769585438754,0.250573866722732,6.06953086765014,4.62589476330899,2.70582167150822,4.55664575221716,7.95953106301019,8.68234066668524,3.90146670987438,-7.84100186960512,8.59413556376299,6.18281988851098,4.3141657322773
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Brazil,BRA,4.30574571549967,1.3148961209429,2.65597426675919,1.14674906432275,5.71391691586116,3.15635238812408,3.95541526928329,6.09545497675312,5.1692990144351,-0.32824803986604,7.53361545286975,2.73250924324444,1.03180364838337
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Brunei Darussalam,BRN,2.849421869975,2.74404140408586,3.87209723835255,2.90395503475781,0.504317943420517,0.387506909978711,4.39772043244614,0.154581460251663,-1.93971450739593,-1.76453572461672,2.59896591145292,3.42981847698816,0.948354661791598
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bulgaria,BGR,6.03833964380689,3.79887216791428,4.48022362197042,5.35717233540407,6.55971476859347,5.955290762375,6.47039846646828,6.90738097449461,5.75470199025656,-5.01193614780895,0.655325112354802,1.98200175317893,0.492189958319528
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Burkina Faso,BFA,1.84702133481626,6.5853743500849,5.14378517925364,7.80249389059493,4.47845213592655,8.66187322803617,6.76780945406851,3.6062065625694,5.80000506510207,2.9654391451887,7.93969873859027,4.21007772142484,9.53742011445446
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Burundi,BDI,-0.856864057159171,2.0558071064378,4.44651942109704,-1.22372795816652,4.83365776147777,0.900000000000347,5.38465739821253,4.78583195088814,5.04811878327607,3.46842542500001,3.78590254312172,4.19162568095402,4.01936552951105
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cambodia,KHM,8.76678543878695,8.03863162927392,6.68788084783083,8.50589878909878,10.3405287268833,13.2500855570881,10.7710871626847,10.2125718078093,6.69157747471078,0.0866969592706113,5.96307857538696,7.0695699458918,7.31334550530008
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cameroon,CMR,4.17358103169366,4.51427108687706,4.00904457129394,4.03099331564998,3.70185405379226,2.29685285606908,3.2240029845407,3.2556644929842,2.88404623386009,1.93185059072778,3.26864887397058,4.14059184658242,4.58873870051141
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Canada,CAN,5.12312240867227,1.68837418652228,2.80186806244093,1.92531746107304,3.13878826119753,3.16312962492043,2.62178168440006,2.00831101929604,1.17542627218053,-2.71147114243598,3.3742542209858,2.52818420499329,1.70900565593786
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cabo Verde,CPV,14.2848688321225,2.23165449284959,5.25089124613551,4.17625930175211,10.1970726091433,6.91245798811823,7.98375044704545,15.17068796854,6.65052052259701,-1.27040367455733,1.4669127093504,3.96878381178203,1.23626272243501
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Central African Republic,CAF,-2.48945009948959,4.46478264136225,3.61648801657633,-5.39746923460588,5.99499172207088,0.908086101554332,7.60033826370163,8.12280342733702,3.89208226491652,8.90713187756987,6.63541545531029,3.29996076660602,4.09997379188825
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Chad,TCD,-0.879681025444839,11.658134654294,8.49120981898056,14.7216670121033,33.6293718524659,17.3325337350837,0.648262014094513,3.27149957888643,3.05269153196828,4.21769555189633,13.5501008595489,0.0828697984381961,8.88257607170316
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Channel Islands,CHI,5.82664146877514,-1.51296126027543,-1.6322065976114,-3.2021569420483,0.224197396296447,1.37773415696212,4.88229936411699,5.89832966146942,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Chile,CHL,4.49579299704455,3.34818039061955,2.16690863385745,3.95674848146589,6.04108673916474,5.55945253084518,4.40497269030689,5.16082559987021,3.29245488837884,-1.03643093595286,5.76297156757445,5.83893506632013,5.38175636687043
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,China,CHN,8.43127949909982,8.30031760101953,9.08206799977043,10.0253788001685,10.0850398997743,11.3100352000038,12.6765341997734,14.1623950000958,9.63466820016785,9.21419889954971,10.4469890400546,9.29988521998071,7.65255310029012
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Colombia,COL,4.41999299958138,1.67789830770366,2.5039804654986,3.9182719036083,5.33302206745392,4.70655593383118,6.69751525770528,6.90062765541222,3.54680488578107,1.65154924529054,3.9718007047375,6.58951151557116,4.04902580328694
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Comoros,COM,1.41785266081011,11.8482468011163,2.32477925914247,2.10410195294466,1.91960237946122,2.8374077642229,2.64759623482762,0.799736913960004,0.399999968421213,1.94999997780702,2.19999998173273,2.60000008817858,2.9999999719327
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Congo, Dem. Rep.",ZAR,-6.91092731652101,-2.10017302488846,2.94776518359767,5.57782231144424,6.73837393324294,6.13515115548972,5.32101483845425,6.25804731428035,6.22779541608639,2.85528591403639,7.10723459297083,6.87400000070841,7.08757117247607
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Congo, Rep.",COG,7.57598039215685,3.80260190016178,4.58187006145742,0.813264074715363,3.47663162277505,7.75575897797003,6.23599701269603,-1.58222275043937,5.57226417275646,7.46887803230689,8.75165579918745,3.42062126985299,3.79999585362292
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Costa Rica,CRI,1.80082459954953,1.07639631702581,2.90218509100173,6.40451078321793,4.25945277360225,5.88637731275065,8.77964095890734,7.93534051473679,2.7316204215889,-1.01571886151348,4.95432052677604,4.51022059810154,5.13385071120429
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cote d'Ivoire,CIV,-3.70020469217459,-0.0212304714900142,-1.43080815223883,-1.55536466304395,1.79385515317199,1.25596795762584,1.51584236366828,1.7650367837754,2.542841476232,3.25145371882853,2.01763859205303,-4.38725984206644,10.6740853798695
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Croatia,HRV,3.76749617151033,3.43440436548457,5.24647452940856,5.55790703543624,4.08281068785415,4.16384089738375,4.78519068675942,5.15008294096451,2.05311067934768,-7.3836530002248,-1.7011368880312,-0.281367268115872,-2.1875897993996
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cuba,CUB,5.91586571429636,3.18223018586652,1.42859080980595,3.79136459698786,5.77087884118474,11.2017130777526,12.0658060168787,7.26213696647955,4.11682804164668,1.44911676322342,2.38824646185709,2.71033945089445,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cyprus,CYP,5.04280271525805,4.02555160043896,2.09123626106408,1.93407012195121,4.22469389662585,3.90996323199712,4.12531285060844,5.13054289266472,3.62661620939765,-1.6661594643944,1.29999999999998,0.400000000000006,-2.40000000000001
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Czech Republic,CZE,4.29413606232197,3.05152128231055,1.64694964129714,3.60184254343339,4.94745625819053,6.4422622990608,6.87654427048483,5.52926633866437,2.71095557025029,-4.84178529603683,2.29508968719638,1.96377980664147,-0.80840087995486
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Denmark,DNK,3.74689051786427,0.823156080042978,0.466298249275042,0.390091341558829,2.63895105084097,2.43702951307942,3.79674260984774,0.82441753127209,-0.717955929390783,-5.08793605951017,1.62513291877595,1.15214252570959,-0.655226086249598
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Djibouti,DJI,0.416213963968644,2.04776437491121,2.61856239792904,3.19995932750854,3.82647608788854,3.1696011560058,4.79986468267161,5.10006138735422,5.79996261856923,4.99950314125141,4.45019296087152,5.38513425082303,3.00349643669158
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominica,DMA,0.375310954197673,0.473103033957003,-1.75316025449585,7.68721304923601,3.2501442362761,-0.0882423765572753,4.8828125,6.05214152700187,7.46268656716418,-1.1437908496732,1.07438016528924,-0.0817661488143813,-1.39116202945991
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominican Republic,DOM,5.65660488632848,1.80922948461375,5.78820731210479,-0.253358805450944,1.3119582173961,9.26275007202841,10.6711548463984,8.47462477828749,3.14371144421885,0.935781300427834,8.30215281674765,2.92731971883259,2.65838056085283
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ecuador,ECU,1.0918015643576,4.01562989958492,4.09677665885357,2.72287733695474,8.21102091734038,5.29130826699402,4.40352643383186,2.1900639722454,6.35713059990832,0.566491592100093,3.52529866894027,7.86814091910996,5.22034576771229
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Egypt, Arab Rep.",EGY,5.36800596653157,3.53522567762784,2.37048910032468,3.19345473739774,4.0920716112532,4.47174447174447,6.84383819379116,7.08782742681046,7.15628355601234,4.67359981351937,5.14723485459183,1.76457195330177,2.2261997941366
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,El Salvador,SLV,2.1526524965072,1.70893639622891,2.34082274762719,2.30003827018751,1.85053558290625,3.56281450102232,3.91194864459077,3.8397651770274,1.27422730111427,-3.13304628167124,1.36478366726975,2.21683561040105,1.88095546069935
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Equatorial Guinea,GNQ,18.2137799548991,63.379875425727,19.4628340334871,13.9552503188635,37.9987268559979,16.748700605341,-4.81154518266975,13.1358161445144,12.2696684399436,-8.07192897644046,-1.30848438450751,4.99779720744027,3.21944588311791
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Eritrea,ERI,-3.14198674619691,8.75543631332825,3.00542865063503,-2.65551536421624,1.45173436253818,2.5744496012273,-0.969216372825443,1.4268217503374,-9.78302974626351,3.87650192032105,2.19418976921209,8.67980038573106,7.01710885197124
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Estonia,EST,9.69717579274653,6.15808955668977,6.12165792431469,7.48050233830196,6.4773517295408,9.47104167658107,10.4127388840488,7.9008436978272,-5.3282423256333,-14.7375454860182,2.47685878829682,8.27562507977611,4.65020588598956
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ethiopia,ETH,6.07321749231049,8.30130632157497,1.51472569321093,-2.16135972141942,13.5726031535762,11.8187659353249,10.8347270718859,11.4561669954333,10.7885216814493,8.80255320238865,12.5505383420509,11.1782962356071,8.64781105295552
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Faeroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Fiji,FJI,-1.69999924586102,1.99999884701114,3.20000059127634,0.999998967861487,5.30000099480716,0.699999968310735,1.85248246981142,-0.850653611349145,1.03279428455407,-1.3860375032742,2.95467315574027,2.70514149475045,1.83039656352224
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Finland,FIN,5.6348474959927,2.58079201887236,1.68032509556872,1.99398409916418,3.92605717316528,2.77995503757889,4.05519743045375,5.18480080924803,0.720668512407372,-8.26903654431229,2.9923374825745,2.57081773616463,-1.45849617872868
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,France,FRA,3.87516225601642,1.95444942727347,1.11845689204,0.819531665668237,2.78642411123144,1.60771381504657,2.37494690114663,2.36149887066625,0.19529476916675,-2.94134105741433,1.96565737604462,2.07922917578311,0.334357168402093
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,French Polynesia,PYF,4.0000003434361,..,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Gabon,GAB,-1.88296639629201,2.13167995276055,-0.267154255319142,2.47519218346561,1.34601560044571,3.02159585679934,1.18118768964021,5.55335388659582,0.999807338404125,-2.89999999999978,6.69999999999995,7.10000000000002,5.60000000000002
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Gambia, The",GMB,5.50000017414997,5.80000023581582,-3.25000030726741,6.8699998028644,7.04999993440632,-0.941675911734279,1.12409970169958,3.63102553253154,5.73464194582782,6.44969585762844,6.52463260726108,-4.32868134912491,5.86222817719511
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Georgia,GEO,1.83834178668729,4.80545213578863,5.47383808471547,11.0581021189279,5.85732977251543,9.59964080415958,9.38327629663172,12.3439998799117,2.31404742935959,-3.77577455717272,6.25302862624761,7.19999906329845,6.18211732809738
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Germany,DEU,2.98490650375527,1.69528600753452,0.0107549158341556,-0.720507828094782,1.18067599258839,0.706562386114513,3.7100032770191,3.26978278214851,1.05210910097601,-5.63795312944926,4.09076731809188,3.59000007873308,0.376484291898976
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ghana,GHA,3.70000011463816,4,4.49999969929409,5.19999998393916,5.59999998982201,5.90000395288151,6.3999124185639,6.45959120655353,8.43063795683747,3.99157063328614,8.00859339087417,15.0088857551655,8.78503852317665
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greece,GRC,3.96731961582448,3.73692472945828,3.16261926115564,6.63776043397795,4.95262448669145,0.890925388555999,5.81528136658748,3.53747545689728,-0.444382522181229,-4.39492813597283,-5.44838973386359,-8.86388754581861,-6.57211183516839
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greenland,GRL,7.10159700985361,1.26903553299516,-0.971177944862461,-0.379626700411592,2.66751349634775,1.97958552428175,4.46898089171921,5.51305977922158,0.345909084286717,-5.4119862937394,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Grenada,GRD,1.87290128238165,-2.02390004072058,3.43732352954147,9.46397343076491,-0.647450316084857,13.2730638678244,-3.99268010344103,6.12345094741467,0.94821694714642,-6.61361322470295,-0.511266454370613,0.764825341181009,-1.15529517644562
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guatemala,GTM,3.60886870041422,2.33254430076826,3.86663836307253,2.53083795523281,3.15203051279511,3.26016269226339,5.37961396816257,6.3042500754165,3.28109355507129,0.526193006557961,2.86937238925276,4.16194591776372,2.97002541198212
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea,GIN,2.5030605615421,3.65834647072822,5.16460946596378,1.24860126026398,2.34011731200681,2.99727256214024,2.49672856894072,1.75768235072189,4.93693270868818,-0.280192286320414,1.93621742315425,3.90876144969185,3.94411198887263
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea-Bissau,GNB,5.42698736686769,2.18890681470731,-0.985177524991386,0.568510176088452,2.76140199048032,4.26542519504669,2.30975012438857,3.2046686856374,3.20491048342926,3.31440769675497,4.4320216722531,9.02865559427109,-2.23331753888961
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guyana,GUY,-1.37672751529252,2.24999929681024,1.05100076834337,-1.00525524951215,3.29392479101453,-1.95691115555375,-5.34287889186568,7.02031345100427,1.9766470577781,3.31862417043109,4.37086941707121,5.43712605818867,4.81645891708615
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Haiti,HTI,0.875239923224555,-1.04269731334196,-0.261498231041372,0.362430598396045,-3.51133307721859,1.79168657429527,2.25299225533912,3.34327901461251,0.843944329286344,3.08324768756422,-5.49779233727389,5.52373775433308,2.88509605084624
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Honduras,HND,5.74814814814823,2.72319327321379,3.75433786119939,4.54703805165397,6.23230296069102,6.05091606137177,6.56699986032905,6.18825274183057,4.23186412307757,-2.43187501464355,3.73127014795666,3.83556072778237,3.86313911386173
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Hong Kong SAR, China",HKG,7.66338892721441,0.560875289332714,1.65675021774896,3.05630361668941,8.70011839007239,7.38816218862178,7.03269473413648,6.46484518252302,2.12791253896674,-2.45915373124423,6.76765406471395,4.78610512569378,1.54860495942421
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Hungary,HUN,4.2404035428695,3.7351114321186,4.49114713256648,3.7783471487943,4.78935306407284,4.25965782506286,3.96294438747408,0.511279220178153,0.878582395860093,-6.55102970714437,0.789116879525025,1.8066054345244,-1.47794468745423
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iceland,ISL,4.74007584996832,3.76296151827964,0.453452075944554,2.71143815927375,8.22862087511712,6.00194571046985,4.2329002512292,9.72250181812906,1.14900826446281,-5.14730334021569,-2.93477933164212,2.13252162029045,1.14626824171384
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,India,IND,3.84099115692911,4.82396626413544,3.80397532121373,7.86038147534424,7.92293661309034,9.2848315074022,9.26396475887789,9.80136033682035,3.89095706242706,8.47978662161579,10.259962989008,6.63835345017463,4.73628815518559
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Indonesia,IDN,4.92006459732195,3.64346644721547,4.49947539085689,4.78036912167579,5.03087394501789,5.69257130383465,5.50095178520269,6.3450222266724,6.01370360009032,4.6288711825631,6.22385418062288,6.48563283995378,6.26367050979076
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Iran, Islamic Rep.",IRN,5.14316253608307,3.66967194834666,7.51559815830004,7.11468121677565,5.08405151386935,4.62340540246431,5.89393609879252,7.82478831862593,0.579999999999998,3.94000000000001,5.89000000000004,2.99999999999999,2.99999996928901
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iraq,IRQ,1.40647481153238,2.30531698403631,-6.90018022342166,-33.1008380241369,54.1577746161598,4.40061719196881,10.1581995819406,1.37759814759862,6.60886486664771,5.80974000611023,5.5378902509448,10.2140893066166,10.2920013071403
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ireland,IRL,9.5209595507369,5.27327097061149,5.83832297697744,2.95722569732413,4.57839797303158,5.67420843274138,5.47016019902782,4.93218271772469,-2.60966479890033,-6.37066819807201,-0.275504950947465,2.77272895327106,-0.313100537078597
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Isle of Man,IMY,5.33836427855073,5.37616633442804,5.86897488404246,6.3277788827337,5.2,5.89999999999999,7.70000000000053,7.50000000000202,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Israel,ISR,8.92321063839027,0.110755049408894,-0.0610551217753539,1.07701313885843,5.05309537599157,4.33895005340308,5.78008134470728,6.26726843622487,3.50065128098058,1.90421741836728,5.75053218682949,4.19087689643609,2.99578989133079
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Italy,ITA,3.71017788209865,1.77282018715015,0.250787651579131,0.15260281725385,1.58331787439569,0.949558090999588,2.00641188425459,1.47417311331301,-1.04984528397267,-5.48136138457168,1.71053215030577,0.586849046595745,-2.26757565540444
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jamaica,JAM,0.878703546413348,1.34492955559342,..,..,..,..,..,1.40000000000001,-0.714065463154242,-4.41122099220618,-1.48002689659687,1.70315008474076,0.724298565893605
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Japan,JPN,2.25749530217875,0.35546171484215,0.289548450890592,1.68511172177305,2.36073011346625,1.3027281442793,1.6929042449114,2.19218623250299,-1.04163603443133,-5.52697648866557,4.65203015430922,-0.452724839089072,1.75368977536475
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jordan,JOR,4.23981750254812,5.27137011165557,5.79238543383016,4.16375110683194,8.5627384646918,8.16377990237751,8.09333116140292,8.17571902230382,7.23240848035715,5.47658104974045,2.33683030118534,2.56080879892622,2.65159480861159
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kazakhstan,KAZ,9.80000000214156,13.4999999984358,9.80000000150933,9.3000000001766,9.59999999963253,9.69999999922682,10.7,8.89999999999405,3.30000000021091,1.19999999942873,7.30000000016202,7.50000000070632,4.99999999927499
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kenya,KEN,0.599695391613636,3.77990649628987,0.546859529994521,2.93247554619272,5.10429977568934,5.90666608168013,6.33063280469372,6.99328515427824,0.232282745665941,3.30693981534758,8.40569922421717,6.12205059848905,4.45227039139111
